filename,num_nodes,result,execution_time,np_hard
data/bht.txt,5757,True,1.7962379455566406,False
data/common-1-100.txt,100,False,0.0007319450378417969,False
data/common-1-1000.txt,1000,False,0.013596773147583008,False
data/common-1-1500.txt,1500,False,0.04060792922973633,False
data/common-1-20.txt,20,False,0.00013709068298339844,False
data/common-1-2000.txt,2000,False,0.09666609764099121,False
data/common-1-250.txt,250,False,0.0005357265472412109,False
data/common-1-2500.txt,2500,True,0.22510814666748047,False
data/common-1-3000.txt,3000,True,0.32877397537231445,False
data/common-1-3500.txt,3500,True,0.5776047706604004,False
data/common-1-4000.txt,4000,True,0.7961568832397461,False
data/common-1-4500.txt,4500,True,1.1004018783569336,False
data/common-1-50.txt,50,False,0.0005090236663818359,False
data/common-1-500.txt,500,False,0.002196073532104492,False
data/common-1-5000.txt,5000,True,1.5090830326080322,False
data/common-1-5757.txt,5757,True,1.9327340126037598,False
data/common-2-100.txt,100,False,0.010368108749389648,False
data/common-2-1000.txt,1000,True,0.1525728702545166,False
data/common-2-1500.txt,1500,True,0.46964192390441895,False
data/common-2-20.txt,20,False,0.0004999637603759766,False
data/common-2-2000.txt,2000,True,1.0303900241851807,False
data/common-2-250.txt,250,False,0.27300190925598145,False
data/common-2-2500.txt,2500,True,1.9551198482513428,False
data/common-2-3000.txt,3000,True,2.943800926208496,False
data/common-2-3500.txt,3500,True,4.98940896987915,False
data/common-2-4000.txt,4000,True,7.109831809997559,False
data/common-2-4500.txt,4500,True,10.22108793258667,False
data/common-2-50.txt,50,False,0.0038518905639648438,False
data/common-2-500.txt,500,True,0.023267030715942383,False
data/common-2-5000.txt,5000,True,14.210447072982788,False
data/common-2-5757.txt,5757,True,20.10667586326599,False
data/dodecahedron.txt,20,True,0.00652003288269043,False
data/gnm-1000-1500-0.txt,1000,True,0.04348278045654297,False
data/gnm-1000-1500-1.txt,1000,True,0.0419619083404541,False
data/gnm-1000-2000-0.txt,1000,True,0.06456708908081055,False
data/gnm-1000-2000-1.txt,1000,True,0.05425095558166504,False
data/gnm-10-15-0.txt,10,True,0.00028324127197265625,False
data/gnm-10-15-1.txt,10,True,0.0002079010009765625,False
data/gnm-10-20-0.txt,10,True,0.0002849102020263672,False
data/gnm-10-20-1.txt,10,True,0.00024127960205078125,False
