filename,num_nodes,result,execution_time
data/rusty-2-4500.txt,4500,False,5.73373007774353
data/rusty-2-5000.txt,5000,False,7.699830055236816
data/rusty-2-5757.txt,5757,False,11.486124038696289
data/ski-illustration.txt,36,False,0.006077289581298828
data/ski-level10-1.txt,79,False,0.0006220340728759766
data/ski-level10-2.txt,76,False,0.00040078163146972656
data/ski-level10-3.txt,77,False,0.0003273487091064453
data/ski-level20-1.txt,252,False,0.0020020008087158203
data/ski-level20-2.txt,253,False,0.0015769004821777344
data/ski-level20-3.txt,254,False,0.0015349388122558594
data/ski-level3-1.txt,16,True,0.00017690658569335938
data/ski-level3-2.txt,14,False,0.0001201629638671875
data/ski-level3-3.txt,15,False,8.916854858398438e-05
data/ski-level5-1.txt,29,False,0.0001227855682373047
data/ski-level5-2.txt,26,False,0.00011324882507324219
data/ski-level5-3.txt,27,False,0.00010776519775390625
data/smallworld-10-0.txt,100,False,0.0006051063537597656
data/smallworld-10-1.txt,100,True,0.0006740093231201172
data/smallworld-20-0.txt,400,False,0.006263017654418945
data/smallworld-20-1.txt,400,True,0.006807088851928711
data/smallworld-30-0.txt,900,False,0.03009796142578125
data/smallworld-30-1.txt,900,True,0.03150510787963867
data/smallworld-3-0.txt,9,False,0.0003139972686767578
data/smallworld-3-1.txt,9,False,0.0002110004425048828
data/smallworld-40-0.txt,1600,False,0.0898590087890625
data/smallworld-40-1.txt,1600,True,0.09213471412658691
data/smallworld-50-0.txt,2500,False,0.22472596168518066
data/smallworld-50-1.txt,2500,True,0.2322700023651123
data/wall-n-1.txt,8,True,0.0011370182037353516
data/wall-n-10.txt,80,True,0.0003800392150878906
data/wall-n-100.txt,800,True,0.0100250244140625
data/wall-n-1000.txt,8000,True,0.8301360607147217
data/wall-n-10000.txt,80000,True,78.60001802444458
data/wall-n-2.txt,16,True,0.005546092987060547
data/wall-n-3.txt,24,True,0.0004878044128417969
data/wall-n-4.txt,32,True,0.00028204917907714844
data/wall-p-1.txt,8,True,0.00045299530029296875
data/wall-p-10.txt,62,True,0.0002620220184326172
data/wall-p-100.txt,602,True,0.0059680938720703125
data/wall-p-1000.txt,6002,True,0.4738810062408447
data/wall-p-10000.txt,60002,True,45.112792015075684
data/wall-p-2.txt,14,True,0.004197835922241211
data/wall-p-3.txt,20,True,0.0004069805145263672
data/wall-p-4.txt,26,True,0.00038886070251464844
data/wall-z-1.txt,8,True,0.00010609626770019531
data/wall-z-10.txt,71,True,0.00022482872009277344
data/wall-z-100.txt,701,True,0.0076961517333984375
data/wall-z-1000.txt,7001,True,0.6416337490081787
data/wall-z-10000.txt,70001,True,60.69156193733215
data/wall-z-2.txt,15,True,0.004201173782348633
data/wall-z-3.txt,22,True,0.00055694580078125
data/wall-z-4.txt,29,True,0.0002777576446533203
